Corpus,Amount,Duplicates
211534667,2,"[211534667, 215462319]"
24446871,2,"[215002466, 24446871]"
120851410,2,"[120851410, 117477047]"
123850276,2,"[120911666, 123850276]"
19934075,2,"[8818451, 19934075]"
208496591,3,"[208496591, 1417491, 82048807]"
6326026,2,"[147443784, 6326026]"
215250146,2,"[215250146, 167218274]"
215142539,2,"[215142539, 21687574]"
4833294,2,"[54551334, 4833294]"
103636328,2,"[103636328, 104178026]"
56171050,2,"[56171050, 215289207]"
215082858,2,"[215082858, 10728203]"
289763,2,"[289763, 124695732]"
8933188,2,"[22891618, 8933188]"
118983237,2,"[117665908, 118983237]"
162457952,2,"[162457952, 150319479]"
7487435,2,"[207781136, 7487435]"
34710409,2,"[34710409, 122562438]"
215401384,2,"[215401384, 20064837]"
45564635,2,"[45564635, 5726468]"
147704294,2,"[215282731, 147704294]"
118593740,2,"[118689489, 118593740]"
93243862,2,"[93243862, 94333094]"
196933419,3,"[197015097, 196933419, 197315332]"
45587377,2,"[45587377, 79858182]"
146458188,2,"[128279676, 146458188]"
42778304,2,"[42778304, 197870714]"
89857387,2,"[90707896, 89857387]"
5625174,2,"[215200660, 5625174]"
5454605,2,"[215604625, 5454605]"
196664853,2,"[53711522, 196664853]"
182393229,7,"[182612395, 182393229, 182770931, 182939863, 181783706, 182215291, 181685983]"
7889326,2,"[85005964, 7889326]"
44132108,2,"[214967296, 44132108]"
203728263,3,"[203832297, 208372076, 203728263]"
116045799,2,"[67297305, 116045799]"
209602799,18,"[209667652, 209653093, 209618917, 209614631, 209614792, 209609134, 209602799, 209531120, 61206607, 209662130, 128157456, 209670236, 209644437, 206292439, 208993689, 209650908, 209642845, 208917438]"
155734794,2,"[155734794, 155663846]"
51649486,2,"[51649486, 51657230]"
215467834,2,"[215467834, 208707734]"
215296725,2,"[215296725, 67862693]"
215454827,2,"[203780496, 215454827]"
3959888,2,"[3959888, 215070738]"
215477269,2,"[202566755, 215477269]"
52982338,2,"[215337793, 52982338]"
61021859,2,"[17687026, 61021859]"
88629877,2,"[41796306, 88629877]"
197117779,2,"[197117779, 96053119]"
431447,2,"[40036622, 431447]"
8291142,2,"[60718446, 8291142]"
191461136,11,"[191510470, 204697767, 191461136, 194082641, 208894449, 195319696, 191473844, 214797973, 191175990, 208922744, 190591324]"
39963990,2,"[33599507, 39963990]"
94775066,2,"[94775066, 104467053]"
11520441,2,"[11520441, 215187662]"
10018528,2,"[10018528, 215052563]"
205438570,2,"[205438570, 76918399]"
12309108,2,"[53489580, 12309108]"
155228813,2,"[155228813, 150972487]"
162311728,2,"[162311728, 161427518]"
195243736,4,"[195243512, 195243547, 195242262, 195243736]"
43948692,2,"[215084448, 43948692]"
15006268,2,"[15006268, 215525487]"
215594393,2,"[215594393, 6666971]"
17438860,2,"[215668224, 17438860]"
42678252,2,"[107810553, 42678252]"
16910200,2,"[16910200, 122534467]"
76722056,3,"[76722056, 38320626, 902895]"
215014870,2,"[27843374, 215014870]"
156213904,2,"[156213904, 167320551]"
32711961,2,"[32711961, 80460729]"
39175913,2,"[39175913, 9559227]"
215299232,2,"[215299232, 148572055]"
203044123,2,"[203044123, 124859525]"
73098629,2,"[31519195, 73098629]"
214888594,2,"[214888594, 20344765]"
210041804,2,"[209383883, 210041804]"
215335361,2,"[215335361, 52146754]"
98254615,2,"[189852260, 98254615]"
97538611,2,"[97538611, 196958863]"
143271381,2,"[146796034, 143271381]"
24368257,2,"[24368257, 196588543]"
157996226,2,"[157996226, 157430679]"
207895382,2,"[209417320, 207895382]"
68522144,4,"[58447072, 68522144, 73411003, 68018352]"
150497407,2,"[158387903, 150497407]"
131817498,2,"[100830936, 131817498]"
29186284,2,"[29186284, 77892909]"
208519597,18,"[52871425, 208518265, 47261635, 47260866, 52829734, 208518310, 47453389, 208519597, 47066363, 47066285, 52838355, 47262739, 34506485, 38871483, 6927223, 47260857, 52865019, 5604957]"
195268760,2,"[195268760, 195137197]"
173182019,2,"[126186866, 173182019]"
133944320,5,"[133944320, 134303841, 135290916, 135163816, 134329469]"
102572597,17,"[103539331, 104639966, 104179720, 102903112, 103213096, 103537838, 103227727, 103414352, 106013777, 103593010, 102823955, 102572597, 102688858, 103693691, 102560092, 105288541, 102562878]"
7116026,2,"[7116026, 215192972]"
1734208,2,"[1734208, 214859421]"
208932209,7,"[11218947, 35550183, 32473543, 208932209, 208942003, 208924091, 208903835]"
110911722,2,"[155920593, 110911722]"
131124015,2,"[51634892, 131124015]"
215667834,2,"[215667834, 1838459]"
116871807,2,"[78154182, 116871807]"
208347058,2,"[208347058, 78257795]"
215173944,8,"[214920193, 47256906, 4719852, 214934223, 47256947, 215173944, 47255993, 215104124]"
183253025,3,"[183253025, 183998684, 88739121]"
42688903,2,"[79624355, 42688903]"
62725355,2,"[18382392, 62725355]"
13679106,2,"[214832760, 13679106]"
169247061,2,"[169247061, 169613174]"
215377096,2,"[215377096, 199571467]"
6333226,2,"[6333226, 196802854]"
214913708,2,"[4612938, 214913708]"
121845,4,"[196688413, 54581682, 54488620, 121845]"
38455960,2,"[38455960, 35647820]"
128610113,2,"[128610113, 131198853]"
206110424,2,"[206110424, 52863827]"
42925804,2,"[42925804, 72628148]"
40089004,2,"[40089004, 118542566]"
126463049,2,"[126463049, 128708084]"
139339959,2,"[52116603, 139339959]"
59881032,2,"[59881032, 118809933]"
215623720,2,"[215623720, 215248905]"
72113935,2,"[72408112, 72113935]"
127921859,2,"[127921859, 41970405]"
215045894,2,"[144739, 215045894]"
15575428,2,"[215614457, 15575428]"
154636424,2,"[154636424, 195334780]"
215219492,2,"[10017168, 215219492]"
215168523,2,"[215168523, 26753119]"
3590671,2,"[3557173, 3590671]"
208063475,2,"[208063475, 30332478]"
44135550,2,"[44135550, 214947951]"
16145882,2,"[215078074, 16145882]"
122903756,2,"[122903756, 15131262]"
20500672,2,"[20500672, 149708841]"
61655982,2,"[61655982, 6153927]"
4736670,2,"[4751377, 4736670]"
215143854,2,"[10718714, 215143854]"
169658186,7,"[169576066, 169658186, 158239630, 169281646, 169712181, 158993877, 169685949]"
198969679,3,"[85704360, 198126191, 198969679]"
208545088,2,"[208545088, 20574505]"
146566571,2,"[184831323, 146566571]"
4763509,2,"[78300252, 4763509]"
119373362,3,"[100750216, 136851394, 119373362]"
155620781,2,"[154858777, 155620781]"
98844464,2,"[98844464, 197056789]"
83377142,2,"[82278676, 83377142]"
200067183,2,"[200067183, 56236063]"
189942041,2,"[189942041, 153652879]"
184164044,2,"[183043708, 184164044]"
170480944,3,"[170480944, 170594274, 170743878]"
198173495,4,"[198176300, 198174271, 198177790, 198173495]"
132904694,2,"[132904694, 145861607]"
8105054,2,"[31680488, 8105054]"
215163198,2,"[44105722, 215163198]"
11347536,2,"[11347536, 138335755]"
199470644,2,"[38911593, 199470644]"
151934046,11,"[142762856, 142612330, 141670602, 142034794, 142522286, 146457040, 142618354, 146793714, 142908980, 151338963, 151934046]"
215345166,2,"[215345166, 143435023]"
38122129,2,"[38122129, 19975705]"
42599179,2,"[42599179, 91034587]"
61141173,2,"[60740185, 61141173]"
214965222,2,"[25263120, 214965222]"
127261613,2,"[127226824, 127261613]"
35748435,2,"[35748435, 44640108]"
22624217,2,"[22624217, 81436074]"
212664330,2,"[212664330, 212664750]"
116155628,2,"[119698971, 116155628]"
215434605,2,"[211033704, 215434605]"
198391448,2,"[204273696, 198391448]"
46889543,2,"[101389035, 46889543]"
36178120,3,"[36178120, 39492009, 208151780]"
21285656,2,"[21285656, 196607771]"
214895813,3,"[214884234, 26461029, 214895813]"
134925051,5,"[132345120, 115127715, 132569464, 134925051, 132783005]"
8277970,2,"[8277970, 215524455]"
12242549,2,"[196912376, 12242549]"
123558097,2,"[123558097, 204176859]"
43980795,2,"[43980795, 214946403]"
37260462,2,"[4517373, 37260462]"
201827433,2,"[201827433, 215440890]"
208513838,2,"[1430533, 208513838]"
153430327,2,"[198650316, 153430327]"
14560309,2,"[215636275, 14560309]"
79458151,2,"[39000075, 79458151]"
9160519,2,"[214889020, 9160519]"
215040670,2,"[7373353, 215040670]"
97409549,2,"[95463876, 97409549]"
195241342,2,"[14887186, 195241342]"
3077555,2,"[215212866, 3077555]"
12862528,2,"[12862528, 215039582]"
95166270,2,"[195068701, 95166270]"
15656747,2,"[61241690, 15656747]"
72879953,2,"[72879953, 204056793]"
134953040,2,"[134953040, 134144103]"
184447446,5,"[183723624, 184058253, 184447446, 183139482, 184282207]"
45597581,2,"[197019517, 45597581]"
52820364,5,"[18606113, 80062980, 79897349, 52820364, 57184951]"
1992260,2,"[71371018, 1992260]"
8659054,2,"[8659054, 214970758]"
37434842,2,"[37434842, 691107]"
86280359,2,"[13369812, 86280359]"
119526363,2,"[11702658, 119526363]"
45781133,2,"[29225356, 45781133]"
95468791,2,"[196851280, 95468791]"
208765527,4,"[208731031, 208710279, 208760900, 208765527]"
201278609,2,"[201278609, 96371357]"
201279548,2,"[201279548, 803030]"
164902615,3,"[155839197, 164677918, 164902615]"
211593048,4,"[211593048, 194665763, 194656686, 211578351]"
215596893,2,"[208209, 215596893]"
44826274,2,"[44826274, 116576919]"
121923197,2,"[118864051, 121923197]"
115700756,2,"[115700756, 120294813]"
8552841,2,"[8552841, 53302795]"
208261276,2,"[208261276, 209588093]"
1360310,2,"[90691702, 1360310]"
35620680,3,"[35620680, 1293531, 195883046]"
68843577,2,"[68843577, 71342374]"
215365593,2,"[215365593, 52940507]"
33740952,2,"[33740952, 214884247]"
214198975,2,"[119104334, 214198975]"
44354236,2,"[44354236, 123663751]"
140214217,2,"[140214217, 140224550]"
46255374,2,"[46255374, 38162927]"
73064076,2,"[43197596, 73064076]"
21981546,2,"[21981546, 74697132]"
2554063,2,"[25117073, 2554063]"
77420249,2,"[77420249, 77176575]"
52067431,2,"[16326156, 52067431]"
86890982,3,"[87642468, 187634404, 86890982]"
76411909,2,"[33496804, 76411909]"
16956462,2,"[21441508, 16956462]"
8842389,2,"[119018108, 8842389]"
197406922,2,"[197406922, 22827751]"
59341241,2,"[59341241, 58589157]"
215584530,2,"[6619089, 215584530]"
130132528,2,"[130132528, 130792581]"
23186,2,"[23186, 18775579]"
1536682,2,"[1536682, 215528076]"
214817666,6,"[214817666, 4733353, 214927148, 47257037, 5011636, 215140120]"
33913387,2,"[33913387, 32240062]"
3372309,2,"[215126828, 3372309]"
195113044,2,"[195104131, 195113044]"
95086976,2,"[95086976, 102125902]"
194860174,8,"[169537895, 134587625, 169312395, 194860174, 165762354, 134952308, 165544344, 194796891]"
148805984,2,"[148805984, 144998701]"
214886207,2,"[52049435, 214886207]"
1371405,2,"[1371405, 215698710]"
214886503,2,"[2382573, 214886503]"
97463734,2,"[197222968, 97463734]"
122569115,2,"[120789913, 122569115]"
2328750,2,"[2328750, 215654615]"
158495759,2,"[197767976, 158495759]"
34297506,2,"[34297506, 215587743]"
131055092,2,"[131055092, 130329422]"
146951642,2,"[146951642, 31744719]"
121466417,2,"[121466417, 189775374]"
214839112,2,"[214839112, 52124605]"
134136673,2,"[134136673, 133696957]"
156832852,2,"[156832852, 154041388]"
96984828,2,"[197292168, 96984828]"
8662816,2,"[8662816, 214965862]"
211789957,4,"[211697932, 169343595, 169519692, 211789957]"
215336446,2,"[53238037, 215336446]"
44439717,2,"[44439717, 97185319]"
71883712,2,"[71883712, 9175356]"
214976074,2,"[25072721, 214976074]"
35547131,2,"[35547131, 195863710]"
215675180,2,"[215675180, 42998237]"
215486058,2,"[215486058, 204804755]"
8908427,2,"[8908427, 215207517]"
89970088,102,"[90908168, 90386954, 89660426, 90444299, 90166813, 91115552, 91079718, 90592294, 90165297, 90854450, 90919476, 90597439, 90307652, 91066437, 90256460, 90336853, 90352226, 90947687, 91160681, 89707122, 89706098, 90611827, 90341493, 90055290, 91174526, 90506375, 90398858, 90713230, 90347664, 91114641, 90891413, 90592407, 90537626, 91149482, 90595499, 90252973, 90026160, 90335923, 89797302, 90966200, 90167996, 91114174, 90166462, 89798856, 90069196, 90763480, 90212071, 89796335, 90794738, 90588915, 90792701, 90434814, 90801919, 90587906, 90462466, 90211074, 90610953, 89989899, 90673932, 90884370, 90713883, 91115294, 90625312, 90928432, 89889586, 90676531, 89797963, 90704717, 90907472, 90254162, 89751389, 90365281, 90074468, 90964327, 90023276, 89890668, 89972589, 90253175, 91041144, 90854270, 90718086, 89982863, 90392470, 90903454, 90657697, 90120102, 89970088, 89932201, 91123626, 90253234, 91073982, 90000844, 90631631, 90664924, 90027997, 90102757, 89934311, 90349038, 91068402, 91114488, 91164154, 90345982]"
203427067,2,"[203427067, 186319151]"
86592900,2,"[86233466, 86592900]"
91077392,2,"[91077392, 104116804]"
215556365,2,"[17740843, 215556365]"
113609283,2,"[113609283, 26793063]"
44217364,2,"[44217364, 39883575]"
21784343,2,"[396512, 21784343]"
208868837,2,"[208868837, 5357430]"
64144142,2,"[114156680, 64144142]"
36264297,2,"[36264297, 38484453]"
34218961,80,"[44654208, 4375552, 3851665, 54429699, 4623494, 5584518, 12668041, 54313227, 205985036, 38401167, 3921680, 29456016, 45677073, 5592595, 205986964, 12002428, 3264144, 32482455, 54317592, 45337623, 42872855, 26628382, 44754335, 45608226, 12188323, 43447075, 28664742, 4575270, 27217323, 36866091, 5300396, 33898030, 26646835, 2247860, 26366133, 43647158, 36238262, 4547510, 13762622, 29522370, 39983811, 8256836, 42796740, 26794953, 38589642, 205985739, 3832013, 5144654, 4439629, 12945872, 34218961, 11192141, 5536979, 9761748, 205986645, 26149972, 44575060, 36406487, 4443736, 32405850, 26758748, 725113, 13942499, 34923494, 30950630, 46168296, 54344425, 21796460, 205985389, 5897710, 39944303, 30315889, 43186162, 2014196, 5685494, 32120951, 28714233, 12000890, 28965756, 42286462]"
215124122,2,"[52173960, 215124122]"
30108211,2,"[30108211, 39162843]"
17888264,2,"[17888264, 195349569]"
23032004,2,"[23032004, 196719718]"
20479609,2,"[20479609, 74510778]"
197374018,2,"[197374018, 97619663]"
10226557,2,"[202646525, 10226557]"
214806393,2,"[214806393, 64329193]"
19064154,3,"[43185600, 44256362, 19064154]"
197038265,2,"[197038265, 196767492]"
117144135,2,"[118515534, 117144135]"
9775470,2,"[11996618, 9775470]"
208047645,2,"[208047645, 33216639]"
47036555,2,"[73319737, 47036555]"
52079923,2,"[214978040, 52079923]"
84876535,2,"[84876535, 42611711]"
138588316,23,"[189493896, 135972626, 138536602, 138588316, 138804262, 137894442, 187261747, 139082557, 137878727, 138047047, 139475529, 138094795, 139913038, 139031886, 138610899, 136163284, 136485972, 137782243, 136226277, 188681192, 136437736, 138768501, 139218813]"
89645986,2,"[89645986, 82878695]"
39051303,2,"[79459832, 39051303]"
135702399,2,"[136715206, 135702399]"
9619313,2,"[9619313, 215647279]"
101860505,2,"[101860505, 97630046]"
159421084,17,"[159314208, 159324480, 159081698, 159399747, 203186276, 159351585, 203167560, 159108617, 203310763, 203151630, 203241044, 159048533, 203182550, 203161240, 159257017, 159431451, 159421084]"
79618889,2,"[79618889, 47434191]"
32763804,2,"[72577721, 32763804]"
787516,4,"[39012308, 34623187, 787516, 20549141]"
126402070,2,"[119891826, 126402070]"
214971448,2,"[214971448, 17202055]"
49869496,2,"[49869496, 215025418]"
197124380,2,"[4974050, 197124380]"
215016549,2,"[15075160, 215016549]"
209247453,2,"[203342034, 209247453]"
197348035,2,"[197348035, 19285467]"
150563358,2,"[150563358, 143202423]"
209670740,2,"[209670740, 93326022]"
38529734,3,"[208259066, 46413844, 38529734]"
215702534,2,"[5176030, 215702534]"
83079831,2,"[207947355, 83079831]"
184568558,2,"[185319602, 184568558]"
1446771,2,"[215648459, 1446771]"
118203779,2,"[14042699, 118203779]"
215367897,2,"[215367897, 86849701]"
72879721,2,"[72879721, 13517198]"
113513974,2,"[119626182, 113513974]"
207452422,2,"[207452422, 215633631]"
196775203,2,"[196893834, 196775203]"
15128979,2,"[214820931, 15128979]"
146120147,2,"[215284800, 146120147]"
26543929,2,"[26543929, 73278391]"
53279219,2,"[53279219, 202402291]"
207071550,2,"[123400789, 207071550]"
2905002,2,"[2905002, 215001883]"
31665344,2,"[31665344, 78963353]"
208258820,2,"[1005425, 208258820]"
215356334,2,"[3301201, 215356334]"
232743,2,"[214890821, 232743]"
22872425,2,"[22872425, 83716687]"
41538949,2,"[41538949, 32018567]"
72075198,2,"[33860677, 72075198]"
195365798,2,"[104027548, 195365798]"
10572429,2,"[10572429, 122060879]"
215243762,2,"[215243762, 53761762]"
209646916,26,"[208925827, 208684936, 209649033, 209529995, 208637963, 209648399, 208889619, 208925463, 209532443, 209529523, 208923190, 209642810, 209642429, 209646269, 209646916, 209532235, 209650384, 209612754, 209649754, 208920667, 209650652, 209648225, 208921834, 209649132, 209030776, 209309689]"
134082784,2,"[134082784, 134321217]"
197044325,2,"[95796786, 197044325]"
31198928,2,"[31198928, 215117854]"
46240401,2,"[46240401, 77942374]"
67788890,2,"[215354618, 67788890]"
93082395,3,"[93082395, 100282227, 94547115]"
7608141,2,"[215185289, 7608141]"
140701874,2,"[100162018, 140701874]"
12059482,2,"[12059482, 215122999]"
23247955,2,"[35742593, 23247955]"
181347732,2,"[181347732, 215267671]"
25338207,2,"[140103833, 25338207]"
4851448,2,"[4851448, 215093936]"
210868302,2,"[215441909, 210868302]"
195864403,2,"[195864403, 2087627]"
195675235,2,"[33675042, 195675235]"
13770372,2,"[13770372, 214906310]"
67327119,4,"[64555914, 58876252, 67683589, 67327119]"
164132659,2,"[164132659, 191811894]"
115682853,2,"[115682853, 19619495]"
20736352,2,"[198369632, 20736352]"
71265803,2,"[71265803, 45920335]"
186214205,2,"[186214205, 108465149]"
13301459,2,"[80151322, 13301459]"
210438558,10,"[210351108, 191796324, 210625896, 181869481, 210770377, 210668744, 203887788, 210655697, 210341239, 210438558]"
163921654,13,"[163656512, 163984129, 163962437, 163802790, 164190886, 198732549, 163904138, 163969402, 160331289, 164082325, 163921654, 163718201, 163994554]"
215305435,2,"[215305435, 146807823]"
46409594,2,"[46409594, 56727615]"
132066235,2,"[132066235, 199471134]"
108684843,2,"[108684843, 135667709]"
133900800,2,"[133900800, 211627047]"
29384865,2,"[29384865, 71749918]"
27163593,2,"[27163593, 215562697]"
63117482,2,"[63117482, 15225339]"
118564390,2,"[118564390, 122091806]"
2174684,2,"[2174684, 33370847]"
119846847,2,"[120951923, 119846847]"
196756680,2,"[196756680, 197273966]"
14761066,2,"[215710145, 14761066]"
8793309,2,"[12927340, 8793309]"
214929814,2,"[25267509, 214929814]"
4882507,2,"[215087001, 4882507]"
147774779,2,"[144004090, 147774779]"
154530924,2,"[154530924, 147652182]"
3726576,2,"[3726576, 215004532]"
210548566,21,"[69345155, 167804295, 169511955, 210530839, 150414104, 210854683, 169397154, 169306659, 169976482, 169564069, 169756334, 59315379, 208105656, 149861068, 208835916, 210548566, 150020312, 150732762, 210480866, 208131177, 167312371]"
12937102,3,"[19290528, 35436360, 12937102]"
52010514,2,"[52010514, 18955899]"
100196845,2,"[35430085, 100196845]"
84731360,2,"[84731360, 46825762]"
215319190,2,"[108894762, 215319190]"
215295586,2,"[215295586, 81971202]"
12517810,3,"[12517810, 119656586, 18261732]"
215422962,2,"[215422962, 212728980]"
98003742,2,"[196888676, 98003742]"
197168659,2,"[98037338, 197168659]"
72533864,2,"[72533864, 31394101]"
215004359,2,"[5254204, 215004359]"
14936970,2,"[14936970, 215685814]"
31626974,2,"[83773315, 31626974]"
196768142,2,"[197298260, 196768142]"
215118529,2,"[215118529, 5473212]"
30619822,2,"[124470400, 30619822]"
215657605,2,"[3152700, 215657605]"
4740252,2,"[215200531, 4740252]"
135821566,2,"[135957217, 135821566]"
189772725,2,"[161497644, 189772725]"
102125,2,"[63646915, 102125]"
80497434,2,"[80497434, 68537421]"
93698174,2,"[94024161, 93698174]"
129239005,2,"[128286602, 129239005]"
147022425,2,"[147022425, 169739071]"
11910126,2,"[215103444, 11910126]"
103325491,3,"[103325491, 103186309, 186322862]"
48360265,2,"[48360265, 215115263]"
126908649,2,"[126908649, 110815602]"
18149703,2,"[15491331, 18149703]"
94196041,2,"[94196041, 93212381]"
54323201,2,"[54323201, 53252765]"
92050695,44,"[95060354, 93731075, 94860164, 92050695, 96164362, 94229647, 94351254, 93549465, 97691034, 95487775, 95647776, 140011425, 93828899, 93539752, 93390891, 93976621, 93576369, 94261684, 92051126, 91761217, 91945412, 97089608, 95382858, 136940106, 91606730, 94825807, 93147090, 94635867, 93160928, 93674849, 97688418, 95266786, 93083876, 91789540, 94053735, 93139181, 98501102, 92174447, 93367026, 92565110, 94920441, 95585915, 92445437, 98043774]"
5938218,2,"[5938218, 214951002]"
209087167,2,"[215443321, 209087167]"
120452347,3,"[120292413, 120257133, 120452347]"
214956425,2,"[214956425, 41334435]"
215038809,2,"[215038809, 758252]"
71756669,2,"[36121301, 71756669]"
11771164,2,"[11771164, 53245740]"
139839996,2,"[53044132, 139839996]"
99145313,2,"[99145313, 117178597]"
11545314,2,"[11545314, 30532341]"
189902827,4,"[189903617, 41155514, 189902827, 189902878]"
215126142,2,"[2493115, 215126142]"
98121257,2,"[98121257, 197081274]"
46821568,2,"[46821568, 79833635]"
180884676,3,"[184143089, 180884676, 180758749]"
26317217,2,"[26317217, 83600882]"
23084244,2,"[44682626, 23084244]"
13420149,2,"[13420149, 12963591]"
189899299,2,"[189899299, 122443771]"
101437492,2,"[98080417, 101437492]"
16810261,2,"[195705584, 16810261]"
215078790,2,"[215078790, 12918919]"
76788237,2,"[76788237, 20714678]"
43981705,2,"[43981705, 214842844]"
215558701,2,"[9725104, 215558701]"
43951101,4,"[214862376, 214991872, 43964178, 43951101]"
95569839,2,"[197032856, 95569839]"
111183790,2,"[38276188, 111183790]"
215484862,2,"[201980435, 215484862]"
96825951,2,"[119533795, 96825951]"
103536809,2,"[103536809, 103224741]"
81908670,2,"[58612522, 81908670]"
93007393,2,"[93007393, 92878566]"
16557252,2,"[16557252, 215651372]"
54099905,2,"[54099905, 78957862]"
55860068,2,"[124939132, 55860068]"
8360144,2,"[8360144, 198122372]"
10591371,2,"[24409570, 10591371]"
33397295,2,"[205679008, 33397295]"
79710543,2,"[4805978, 79710543]"
215492207,2,"[201180331, 215492207]"
73097752,2,"[73097752, 27725786]"
78210304,2,"[78210304, 57518953]"
215062891,2,"[215062891, 13523398]"
14784507,2,"[215517010, 14784507]"
37941249,2,"[215088336, 37941249]"
61448798,2,"[61448798, 14483807]"
7395481,2,"[7395481, 54136036]"
196690175,2,"[215506606, 196690175]"
198174808,2,"[198174808, 198174468]"
15777136,2,"[15777136, 118193245]"
215661089,2,"[215661089, 16238481]"
97298504,2,"[97298504, 197264381]"
208236068,2,"[74717537, 208236068]"
215220789,2,"[215220789, 18321791]"
37147776,106,"[209061381, 208922630, 208942602, 208886290, 208924183, 208901146, 845854, 208923680, 208907816, 208922152, 208935470, 208920636, 211512395, 208926797, 23722575, 208902224, 208922708, 214597717, 208907865, 208929886, 208803945, 23559274, 208922733, 208899185, 208925814, 208923258, 208922748, 20875389, 37147776, 208924289, 210819721, 208924304, 209197713, 208897184, 208931489, 20179109, 208923817, 214597291, 208898732, 208919726, 208892081, 5058740, 208940220, 208927939, 208928453, 208923339, 208923857, 208917729, 208937193, 208904437, 211636981, 6894327, 21291768, 208937721, 208931072, 208921353, 208942346, 208924939, 209039116, 208894223, 208917788, 208941353, 208928042, 209645869, 208897838, 208928560, 208930106, 208913216, 210284874, 208809292, 208885583, 208921944, 8414041, 209650011, 209660255, 208932196, 208922469, 208924008, 208805746, 208922482, 210815353, 208921474, 208886148, 208929677, 208925071, 215202704, 208922513, 208927641, 208919963, 209676699, 208925087, 26344864, 208909230, 208938419, 27410357, 10402741, 208928715, 208923595, 208917458, 62592467, 208940502, 25478619, 208940517, 5401586, 208928757, 208996854]"
117146005,2,"[118282729, 117146005]"
82959145,2,"[82959145, 89926833]"
196519756,2,"[5392024, 196519756]"
52851716,2,"[52855162, 52851716]"
17535378,2,"[17535378, 214960946]"
40407450,2,"[40407450, 35538348]"
202021997,2,"[209420051, 202021997]"
682067,2,"[682067, 215612444]"
96719726,7,"[197373316, 96088006, 196733003, 42945326, 96719726, 82841713, 196798740]"
86357947,2,"[86357947, 53645783]"
86922751,2,"[84625219, 86922751]"
46374444,2,"[46374444, 83586207]"
677611,2,"[677611, 154241111]"
33688686,2,"[33688686, 6456775]"
21337320,2,"[21337320, 195671709]"
111619926,2,"[62154340, 111619926]"
21905370,2,"[21905370, 197303324]"
45188954,2,"[45188954, 98369138]"
3899149,4,"[3899149, 214890572, 4050397, 215129895]"
215607105,2,"[215607105, 17906930]"
93921217,5,"[93921217, 98474735, 93016850, 93121631, 97622847]"
54430579,3,"[54406178, 54430579, 54414445]"
215080626,2,"[215080626, 49540838]"
5414962,2,"[214943849, 5414962]"
158275851,2,"[158275851, 79581622]"
704383,3,"[704383, 17052695, 56828023]"
12966492,2,"[215579116, 12966492]"
215157786,2,"[215157786, 33952884]"
78707305,2,"[78707305, 71255210]"
40655915,2,"[40655915, 55070436]"
165365037,2,"[177169944, 165365037]"
109522388,2,"[116112921, 109522388]"
159654374,2,"[159555810, 159654374]"
215057625,2,"[215057625, 52081339]"
197347375,2,"[196769256, 197347375]"
110192122,2,"[110192122, 19518916]"
2381745,2,"[22338256, 2381745]"
30581150,2,"[16588754, 30581150]"
9038992,2,"[9038992, 214912021]"
97087155,2,"[196778283, 97087155]"
28613096,2,"[28613096, 38938758]"
195913910,2,"[195913910, 9943103]"
113790825,2,"[238432, 113790825]"
202775874,2,"[202775874, 61562590]"
215477142,2,"[201835540, 215477142]"
31457527,2,"[8177315, 31457527]"
43945176,2,"[43945176, 214969474]"
35522016,2,"[35522016, 9340289]"
99258370,3,"[140028256, 99258370, 139243314]"
17798402,2,"[14329665, 17798402]"
215319492,2,"[54477873, 215319492]"
50786393,2,"[50786393, 215071361]"
38197152,2,"[38197152, 36057758]"
215679477,2,"[215679477, 6950710]"
84684040,2,"[84684040, 197308942]"
101192855,3,"[109732114, 107990443, 101192855]"
93540993,5,"[93540993, 91945410, 94040617, 92012020, 91226043]"
199623373,2,"[215476675, 199623373]"
214903736,2,"[214903736, 15366113]"
4880443,2,"[215633593, 4880443]"
189842960,3,"[189842960, 189843978, 189843600]"
46712625,2,"[46712625, 210807991]"
197176446,2,"[87340280, 197176446]"
87505752,2,"[85348040, 87505752]"
13444682,2,"[71283569, 13444682]"
44361864,2,"[44361864, 16178989]"
43978188,2,"[215169584, 43978188]"
52038646,2,"[52038646, 214917079]"
197845297,2,"[197845297, 200786076]"
5239539,7,"[27470246, 37446695, 54389311, 5239539, 54362291, 54375869, 195214911]"
14435587,2,"[14435587, 74611575]"
95301918,2,"[197380531, 95301918]"
198376850,2,"[198376850, 215303183]"
184718910,4,"[184718910, 182960537, 183728548, 184007998]"
97017517,2,"[97017517, 197313191]"
196285822,2,"[207908753, 196285822]"
215193159,2,"[9471947, 215193159]"
20509863,2,"[195684236, 20509863]"
29267553,2,"[29267553, 37049807]"
33521131,2,"[33521131, 94608204]"
215456337,2,"[199537216, 215456337]"
83408101,2,"[35791226, 83408101]"
118097535,2,"[115845853, 118097535]"
131778692,2,"[215341784, 131778692]"
51722872,2,"[51722872, 214983272]"
189871741,7,"[205136678, 206273533, 189904082, 189868148, 13197396, 189870487, 189871741]"
31340631,2,"[80316987, 31340631]"
82849133,2,"[3412066, 82849133]"
11374121,2,"[11374121, 71591660]"
44110686,2,"[215081389, 44110686]"
168215704,3,"[168215704, 156413379, 167191958]"
35656480,2,"[35656480, 57547260]"
